id;Practice name;Phone 1;Expertise (REHAB / SPORT / WOMEN / VET / AESTHETIC);Address;City;ZIP code;Country;Latitude;longitude
1522;SCP KINES JOLIMONT - BENOIT ARIN/ LOIC QUIZANO;33567167793;"[""Rehabilitation"",""Sport""]";26 AVENUE DE LEON BLUM;TOULOUSE;31500;FRANCE;43,6142386;1,4620741
1523;CAB KLEBER - ROCHE/GAUNET/LONGEAU;33950760556;"[""Rehabilitation"",""Uro & Pelvic Floor""]";65 AVENUE KLEBER;PARIS;75016;FRANCE;48,8661446;2,2897776
1524;DELAFONT JACQUES;33662796917;"[""Rehabilitation"",""Uro & Pelvic Floor""]";281 RUE LACOURBE;PARIS;75015;FRANCE;48,8382583;2,2884419
1525;SAGE FEMME : BREGEOT ANNELYSE;33384795510;"[""Uro & Pelvic Floor""]";RES LE PETIT PRINCE - 18 BD DU PRESIDENT WILSON;DOLE;39100;FRANCE;47,0972881;5,4950233
1526;SAGE FEMME : MAQUERE SABINE;33663581817;"[""Uro & Pelvic Floor""]";RUE VINCENT FAYO - BAT D79;CHATENAY MALABRY;92290;FRANCE;48,7637475;2,2820242
1527;SCHÖN SPORTLICH  REBECCA ASTL;;"[""Uro & Pelvic Floor""]";HERZOG FRIEDRICHSTRAßE 10;INNSBRUCK;A-6020;AUSTRIA;47,2684243;11,3907984
1528;WAVE-E;;"[""Sport""]";129 CAPE ROAD ;PORT ELIZABETH;6001;SOUTH AFRICA;-33,95789;25,59484
1529;SPECIJALNA BOLNICA ZA REHABILITACIJU MERKUR;38136618870;"[""Sport""]";BULEVAR SRPSKIH RATNIKA 18;VRNJA?KA BANJA;36210;SERBIA;43,623375;20,8924101
1530;KINETIC STUDIO ?A?AK;38163205175;"[""Sport""]";KO?E ANDJELKOVI? 3/1;?A?AK;32000;SERBIA;43,8864688;20,3461164
1531;LAMBRECHT JOCHEN / DE BEER IVANNA;3253831539;"[""Sport""]";GLAZENTORENWEG 2;ERPE-MERE ;9420;BELGIUM;50,9195729;3,9677831
1532;RUTH DE BACKER;3252341130;"[""Sport""]";HOOILAART 45;BUGGENHOUT ;9255;BELGIUM;51,0186888;4,1852361
1533;GRIET OLLEVIER;32257489789;"[""Sport""]";DIKSMUIDEWEG 502;BOEZINGE;8904;BELGIUM;50,9022191;2,8494748
1534;TIME OUT KINE & BEAUTY - BART TANGHE & NICKY WISSE;32495842390;"[""Sport""]";PANNENSTRAAT 154;KNOKKE- HEIST;8301;BELGIUM;51,3375402;3,2464335
1535;FISIOCENTRO;34667845391;"[""Sport""]";C/ CANOVAS DEL CASTILLO, 16;CADIZ;11001;SPAIN;36,5342306;-6,2975342
1536;QDIEZ;34647076330;"[""Sport""]";C/ JUAN DE ZOYAS, 3;SEVILLA;41018;SPAIN;37,3862428;-5,9775978
1537;HYTASA 12;34616076487;"[""Sport""]";C/ PEDRO MUÑOZ TORRES, 12 , MÓDULO 1;SEVILLA;41006;SPAIN;37,3691569;-5,9635818
1538;FISINERGIA;34695904416;"[""Sport""]";C/ CALIPSO, 81;MAIRENA DEL ALJARAFE;41927;SPAIN;37,3564593;-6,0471708
1539;REHAPRON;34954082042;"[""Rehabilitation"",""Sport""]";C/ FERNANDO IV, 38;SEVILLA;41011;SPAIN;37,3736026;-6,0012448
1540;FISIOTERAPIA Y OSTEOPATIA CRISTIAN MORENO;34673356497;"[""Sport""]";C/ CALDERÓN DE LA BARCA,3 , 1º F;MERIDA;6800;SPAIN;39,3261904;-4,7783652
1541;CENTRE LA SCULP;18183582328;"[""Rehabilitation"",""Uro & Pelvic Floor""]";11390 VENTURA BLVD SUITE 10,;STUDIO CITY;91604;USA ;34,1396174;-118,3787205
1542;FISIOBOUTIQUE DI CAMILLA PEDRAZZI;;"[""Rehabilitation""]";VIA CAMOGHÈ 57;CADENAZZO;6593;SWITZERLAND;46,1537379;8,94908
1543;FISIO TRAINING 3D;;"[""Rehabilitation""]";VIA SAN GOTTARDO 29;TENERO-CONTRA;6958;SWITZERLAND;46,1743014;8,805358
1544;FISIO 5 VIE;;"[""Rehabilitation""]";VIA MORENA 2;MASSAGNO;6900;SWITZERLAND;46,0113366;8,9374279
1545;SENI MASS J.D.O.O. / TOMISLAV VIDEK;38598384160;"[""Rehabilitation""]";BRAZILSKA 2;ZAGREB;10090;CROATIA;45,817833;15,8750068
1546;HUMAN BODY DAMIAN ?UCHOWSK;48 512 463 678;"[""Rehabilitation""]";UL. KLONOWA 55/7;KIELCE;25-553;POLAND;50,8907669;20,635641
1547;REHAKOMPLEKS;48957380800;"[""Rehabilitation""]";UL, BORA KOMOROWSKIEGO 29A;GORZÓW WIELKOPOLSKI;65-400;POLAND;52,763628;15,2717339
1548;MARCIN UZNA?SKI - FIZJOTERAPIA;48509863992;"[""Rehabilitation""]";UL. BATALIONÓW CH?OPSKICH 24;GDYNIA;81-415;POLAND;54,4951085;18,5456989
1549;KRASICKI HOTEL RESORT & SPA;;"[""Rehabilitation""]";UL. SIENKIEWICZA 1B;?WIERADÓW ZDRÓJ;59-850;POLAND;50,8688935;20,6322897
1550;ELENA CASILLAS;;"[""Rehabilitation""]";4 CHEMIN DE BRONDEAU;POMPIGNAC;33370;FRANCE;44,8490274;-0,4414124
1551;FYSIOMEESTERS.NL;;"[""Rehabilitation""]";RAADHUISPLEIN 12;EB BEST;5683;NETHERLANDS;51,5122638;5,3966656
1552;J&L FISIOTERAPIA;34691936224;"[""Rehabilitation""]";C/ VIZCAYA,6 BAJO;ARMILLA;18100;SPAIN;37,1407972;-3,6304403
1553;PELVIUM FISIOTERAPIA DEL SUELO PELVICO;34670292786;"[""Uro & Pelvic Floor""]";C/ TIERNO GALVÁN 4 2ºC;MURCIA;30203;SPAIN;37,9817325;-1,1139675
1554;CENTRUL MEDICAL BIO ORTOCLINIC;34952557780;"[""Rehabilitation""]";CALLE RÍO TINTO, 2ª;VELEZ-MÁLAGA;29700;SPAIN;36,7773942;-4,107374
1555;FISIOARTEMA;34957840239;"[""Rehabilitation""]";CALLE RAFAEL LEÑA CABALLERO, 6;CABRA, CÓRDOBA;14940;SPAIN;37,4717243;-4,4388831
1556;PROF PAUL LEE - MSK DRS;;"[""Rehabilitation""]";"101 MANTHORPE ROAD
";"GRANTHAM
";"NG31 8DG
";ENGLAND;52,9206821;-0,6401625
1557;HOSPITAL INNOVATIONS LTD, CONCEPT HOUSE - TALBOT GREEN BUSINESS PARK MR PHIL DAVIES;;"[""Rehabilitation""]";PONTYCLUN;"
RHONDDA CYNON TAFF";CF72 9FG;ENGLAND;51,5352205;-3,4073397
1558;"ROCHE SPORTS INJURY CLINIC INJURY CLINIC - UNIT 5 - VILLAGE BUSINESS CENTRE - MR DAVID ROCHE.
";35879681987;"[""Rehabilitation""]";"UPPER PATRICK STREET
";KILKENNY;;IRELAND;52,6473777;-7,2507241
1559;RIQUOIR MICHEL - MSP FAUBOURG SANTE;33607817043;"[""Rehabilitation"",""Uro & Pelvic Floor""]";"190 RUE DE BETHUNE
";DOUAI;59000;FRANCE;50,3753008;3,0664975
1560;MME LAETITIA LEGRAND;33675982055;"[""Rehabilitation"",""Uro & Pelvic Floor""]";89 ROUTE D’ESPAGNE;TOULOUSE;31100;FRANCE;43,5719427;1,4224646
1561;BETANCOURT-TUBAU DAVID;33681039597;"[""Rehabilitation""]";RUE AURORE SAND;VAYRES;87600;FRANCE;45,7586809;0,8104336
1562;KELLY MCNABNEY - PHYSIOTHERAPY CORP;16048399942;"[""Rehabilitation""]";UNIT 307-855 WEST 16TH STREET;VANCOUVER BC;V7P 1R2;CANADA;49,3230368;-123,0966051
1563;SERIEYS OLIVIER;33467352232;"[""Rehabilitation""]";357 AVENUE GENERAL DE GAULLE;LUNEL;34400;FRANCE;43,67445;4,135366
1564;GOY MICHEL;33695347027;"[""Rehabilitation""]";30 ROND-POINT ESPACE JULIUS ESTÈVE;LUNEL;34400;FRANCE;43,6879271;4,1323939
1565;BALTZER JENNIFER;33617644149;"[""Rehabilitation""]";7 RUE DE L'EGLISE;ERCKARTSWILLER;67290;FRANCE;48,875942;7,365434
1566;ALLOUCHE HILLEL;33139906861;"[""Rehabilitation""]";8 AVENUE HENRY VARAGNAT;BONDY;93140;FRANCE;48,9125304;2,4820306
1567;RUIZ SANCHEZ BEATO LUCIA;33787639546;"[""Rehabilitation""]";1 RUE JACQUES LAFFITTE;BAYONNE;64100;FRANCE;43,4926263;-1,4720738
1568;SCM KINE VOIE DOUCE - POLIZZI & DE GRACIA;33618185504;"[""Rehabilitation"",""Uro & Pelvic Floor""]";22 AVENUE EMILE SELLON;LA CIOTAT;13600;FRANCE;43,192224;5,6149864
1569;BEREHOUC CYRIL & BEREHOUC AUDE;33468742608;"[""Rehabilitation"",""Uro & Pelvic Floor"",""Physio Aesthetic""]";7 RUE DE LA RHODE;QUILLAN;11500;FRANCE;42,8751846;2,1862187
1570;BLONDELLE LAURENCE;33671200332;"[""Rehabilitation"",""Uro & Pelvic Floor""]";35 BIS ROUTE DE CORZENT;ANTHY SUR LEMAN;74200;FRANCE;46,3577091;6,4393523
1571;SOULE DE LAFONT SOPHIE;33662087731;"[""Rehabilitation"",""Uro & Pelvic Floor"",""Physio Aesthetic""]";62 AVENUE DU GENERAL DE GAULLE;ORMESSON SUR MARNE;94490;FRANCE;48,7886925;2,5365835
1572;ROBICHON MORGAN;33493758585;"[""Rehabilitation"",""Uro & Pelvic Floor""]";1279 BOULEVARD GEORGES COURTELINE;MOUGINS;6250;FRANCE;43,5972502;6,9874811
1573;LE RUMEUR ERWANN;33621519300;"[""Uro & Pelvic Floor""]";2 RUE LYAUTEY;PARIS;75016;FRANCE;48,8510015;2,2570528
1574;KINE VERSAILLES SPORT;33181804390;"[""Rehabilitation"",""Uro & Pelvic Floor""]";10 RUE ANDRE CHENIER;VERSAILLES;78000;FRANCE;48,8065305;2,1331128
1575;LEGRAND LAETITIA;33675982055;"[""Rehabilitation"",""Uro & Pelvic Floor""]";89 ROUTE D'ESPAGNE;TOULOUSE;31100;FRANCE;43,5719427;1,4246533
1576;SAGE FEMME : LAUNAY MARIE ELISE;33298802725;"[""Uro & Pelvic Floor""]";4 RUE YVES COLLET;BREST;29200;FRANCE;48,3903951;-4,4823768
1577;CABINET VOLCANBULLE;33473758420;"[""Uro & Pelvic Floor""]";41 AVENUE DE GRANDE BRETAGNE;CLERMONT FERRAND;63000;FRANCE;45,777856;3,0951111
1578;SAGE FEMME : BELMONTE ELISE;33698827890;"[""Uro & Pelvic Floor""]";16 RUE VERDI;NICE;6000;FRANCE;43,6997008;7,2605454
1579;BAILLY ELODIE - SAGE-FEMME;33474934460;"[""Uro & Pelvic Floor""]";41 CHEMIN DU ROUSSET;ST ALBAN DE ROCHE;38080;FRANCE;45,5946793;5,2228261
1580;ESCALE DETENTE;33478053042;"[""Physio Aesthetic""]";72 RUE DU GENERAL DE GAULLE;BRIGNAIS;69530;FRANCE;45,6743274;4,7545927
1581;M. BOINAY - EKILIBRE CONCEPT SANTE;33664650015;"[""Physio Aesthetic""]";9 RUE VALENTIN ABEILLE;PROVINS;77160;FRANCE;48,5613793;3,2965007
1582;ZDRAVSTVENI DOM SEVNICA;38778161531;"[""Rehabilitation""]";TRG SVOBODE 14;SEVNICA;8290;SLOVENIA;46,0105991;15,3024718
1583;CLÍNICA FISIOTERAPIA MARÍA JOSE REINOSO;34657493844;"[""Rehabilitation""]";C/ HUMILLADERO, 39;PATERNA DEL CAMPO (HUELVA);21880;SPAIN;37,41888;-6,39687
1584;PIESPORT;34956089484;"[""Rehabilitation""]";C/ AVD. JOSE MANUEL CABALLERO BONALD, 6;JEREZ DE LA FRONTERA (CADIZ);11405;SPAIN;36,7010725;-6,1117986
1585;FISIOTERAPIA DEPORTIVA ACTIVA CLUB;34625887347;"[""Rehabilitation""]";AVD. VALDELAGRANA,  CTR.IV KM. 653  CC BAHIA MAR  PLANTA 1;EL PUERTO DE SANTA MARIA;11500;SPAIN;36,593149;-6,222006
1586;M. CRISTINA CHUQUIMARCA;;"[""Rehabilitation""]";AV. ORDOÑEZ LASSO Y LOS CLAVELES. EDIF: RIVERSIDE.;CUENCA (SAN SEBASTIAN);10111;ECUADOR;-2,8900829;-79,0263645
1587;EL TEU FISIO;34649939526;"[""Rehabilitation""]";AVINGUDA SANT ESTEVE 51 ANTIC;CASTELLAR DEL VALLÈS;8036;SPAIN;41,6145815;2,0870066
1588;LIMFOCLINIC SL;34640585808;"[""Rehabilitation""]";C/ MALLORCA 585 LOCAL;BARCELONA;8026;SPAIN;41,4110976;2,1831233
1589;CENTRE DE FISIO MIREIA MORALES;34973352807;"[""Rehabilitation""]";AVINGUDA SALORIA N 77;LA SEU D URGELL.;25700;SPAIN;42,3578465;1,4555662
1590;BREAT NICOLAS / DURIEU NICOLAS;33466200520;"[""Physio Aesthetic""]";13 RUE MICHEL MONTAIGNE;REDESSAN;30129;FRANCE;43,8283816;4,4950283
1591;HUSSE;33608716902;"[""Physio Aesthetic""]";576 BOULEVARD DU PONANT;ST RAPHAEL;83700;FRANCE;43,430079;6,7857133
1592;RANNOU CAROLINE;33672831052;"[""Physio Aesthetic""]";63 RUE DU VIEUX BOURG;BRINDAS;69126;FRANCE;45,7219233;4,6939045
1593;SALCIOLI STEPHANE;33491463389;"[""Physio Aesthetic""]";8 COURS VOLTAIRE;AUBAGNE;13400;FRANCE;43,2946383;5,5667139
1594;BULLE DE BEAUTE TETENOIRE SANDRINE;33248584993;"[""Physio Aesthetic""]";13 RUE DU PRIEURE;AUBIGNY SUR NERE;18700;FRANCE;47,4883527;2,4398758
1595;AZS KOSZALIN BASKETBALL TEAM;;"[""Sport""]";?NIADECKICH 4;KOSZALIN;75-453;POLAND;54,2059019;16,1998695
1596;KLINIKA SPORTU;;"[""Rehabilitation""]";ALEKSANDRA FLEMINGA 2; WARSZAWA;03-176;POLAND;52,3148153;20,9833128
1597;ZAK?AD LECZNICTWA AMBULATORYJNEGO;;"[""Rehabilitation""]";KO?CIUSZKI 14;CHRZANÓW;32;POLAND;50,141188;19,3965112
1598;FIZJOPOMOC;48510019308;"[""Rehabilitation""]";AL. WOJSKA POLSKIEGO 109B;SZCZECIN;70-483;POLAND;53,440657;14,533046
1599;CENTRUM MEDYCZNE GAJOWA;;"[""Rehabilitation""]";GAJOWA 29;BIA?YSTOK;15-794;POLAND;53,149167;23,1236592
1600;CENTRUM REHABILITACJI SANOMED;48600386451;"[""Rehabilitation""]";ALEJA JANA PAW?A II 35;BIA?YSTOK;15-794;POLAND;53,137154;23,1184669
1601;FITNESS KLUB STEP;;"[""Rehabilitation""]";UL. BIA?OB?OCKA 21;SIERPC;9200;POLAND;52,8425225;19,6753817
1602;7 SZPITAL MARYNARKI WOJENNEJ;58552635857;"[""Rehabilitation""]";UL. POLANKI 117;GDA?SK-OLIWA;80-305;POLAND;54,3934574;18,5639333
1603;PULSMED;;"[""Rehabilitation""]";UL. STOCZNIOWCÓW 11-13;KOSZALIN;75-001;POLAND;54,1943219;16,1714908
1604;ARTROSKOP CENTRUM MEDYCZNE BOGDAN WZI?TEK;;"[""Rehabilitation""]";UL. KARDYNA?A STEFANA WYSZY?SKIEGO 17A;CHRZANÓW;32-500;POLAND;50,14286;19,4162931
1605;PREMOEDICA CLINIC;48696421270;"[""Rehabilitation""]"; BOLES?AWA PRUSA 1, 39-200 D?BICA, POLOGNE;;;POLAND;50,0500841;21,3973472
1606;CENTRUM REHABILITACYJNO-TERAPEUTYCZNE RAF-MED RAFA? KA?MIERCZAK;48608470651;"[""Rehabilitation""]";UL. RO?KA 32;WOLSZTYN;64-200 ;POLAND;52,1150435;16,1169851
1607;KRASICKI HOTEL RESORT & SPA;;"[""Rehabilitation""]";UL. SIENKIEWICZA 1B;?WIERADÓW ZDRÓJ;59-850;POLAND;50,9129319;15,3367932
1608;KLINI?KA BOLNICA SVETI DUH;38513712281;"[""Rehabilitation"",""Sport""]";SVETI DUH 64;ZAGREB;10000;CROATIA;45,8199087;15,938847
1609;SOPHIE DESCLAUX;33490281897;"[""Rehabilitation""]";16, BIS COURS TIVOLI;VALREAS;84600;FRANCE;44,3821425;2,9897488
1610;SAUMON VALERIE;33642125163;"[""Rehabilitation"",""Uro & Pelvic Floor""]";30 GRANDE RUE;TRUCHTERSHEIM;67370;FRANCE;48,6583977;7,5997086
1611;MAURICE-BELAY DOMINIQUE;;"[""Rehabilitation"",""Sport""]";122 RESIDENCE ULTRAMARINE - BÂTIMENT ALIZES;LE DIAMANT;97223;FRANCE;14,4871082;-61,0181742
1612;CENTRE ARTHRO SPORT - VALERO JORGE;33660917720;"[""Rehabilitation"",""Sport""]";11 BOULEVARD DE LA PUGETTE;MARSEILLE;13009;FRANCE;43,2688397;2,4000288
1613;DEL BANO ALEXANDRA;;"[""Rehabilitation"",""Sport""]";74 B AVENUE DE MAZARGUES;MARSEILLE;13008;FRANCE;43,2677104;2,386843
1614;FIZIO VRA?AR;;"[""Rehabilitation"",""Sport""]";LJUBOSTINJSKA 2;BEOGRAD;11000;SERBIA;44,8019901;20,4781785
1615;XAVIER BIGOT;33546048029;"[""Rehabilitation"",""Sport"",""Uro & Pelvic Floor""]";3 BIS R VICTOR HUGO;SAINT AIGULIN;17360;FRANCE;45,1597027;-0,0184684
1616;AJURFYZIO – BC. JAN VAN?URA – FYZIOTERAPIE;;"[""Rehabilitation"",""Sport""]";JESENIOVA 139;PRAHA 3;13000;?ESKO;50,0898424;14,4741332
1617;MEDEOR KV;;"[""Rehabilitation"",""Sport""]";CHEBSKÁ 355/49;KARLOVY VARY;36006;?ESKO;50,2284986;12,8316044
1618;JANA ŠIMONOVÁ  & OND?EJ KLEMENT;;"[""Rehabilitation"",""Sport""]";U RADNICE 736/4;TEPLICE;41501;?ESKO;50,6413843;13,8227017
1619;ELIA MANUEL;;"[""Rehabilitation"",""Sport""]";VIA CONTESSA SOTTANA, 40;LATTARICO;87050;?ESKO;49,7585913;18,013243
1620;CENTRO AVANCE;34968239900;"[""Rehabilitation"",""Sport""]";C/ PARROCO JOSE MARÍA BELANDO, 5 - BAJO;MURCIA;30007;SPAIN;38,0016505;-1,1289033
1621;ABFISIOTERAPIA;34930170559;"[""Rehabilitation"",""Sport""]";C/ MARIÀ AGUILÓ 57;BARCELONA;8005;SPAIN;41,4021707;2,1998262
1622;FIT & FISIO;34639046688;"[""Rehabilitation"",""Sport""]";CALLE CANILLAS 31;MADRID;28002;SPAIN;40,4421854;-3,677046
1623;CENTRO DE OSTEOPATIA Y FISIOTERAPIA HYTASA 12;34616076487;"[""Rehabilitation"",""Sport""]";EDIFICIO HYTASA 12, MODULO 1 , 1ª PLANTA;SEVILLA;41,006;SPAIN;37,3701622;-5,9620694
1624;FISIOTERAPIA GALLEGO;34627456456;"[""Rehabilitation"",""Sport""]";C/ FERNÁNDEZ PINTADO, Nº 2 , PT. 3, Bº B;ECIJA (SEVILLA);41,4;SPAIN;37,5401242;-5,0830487
1625;PROFISIO GONZALO ROJAS;34633299899;"[""Rehabilitation"",""Sport""]";C/ AUSTRIA 12;SEVILLA;41,012;SPAIN;37,3431051;-5,9794596
1626;FISINERGIA;34695904416;"[""Rehabilitation"",""Sport""]";C/ CALIPSO, 81;MAIRENA DEL ALJARAFE;41,927;SPAIN;37,3564635;-6,0493595
1627;CENTRO  EQUILIBRIUM;34954082042;"[""Rehabilitation"",""Sport""]";C/  MONTECARMELO, Nº 65 BIS;SEVILLA;41,011;SPAIN;37,3729551;-5,9988524
1628;CLÍNICA CENTRO INTEGRAL;34606728285;"[""Rehabilitation"",""Sport""]";C/ PADILLA, 9, BAJO DCHA.;ECIJA (SEVILLA);41,4;SPAIN;37,5383856;-5,0800632
1629;QDIEZ;34647076330;"[""Rehabilitation"",""Sport""]";C/ JUAN DE ZOYAS, 3;SEVILLA;41,018;SPAIN;37,386247;-5,9797865
1630;CRISTIAN MORENO GARRIDO;34673356497;"[""Rehabilitation"",""Sport""]";C/ CALDERÓN DE LA BARCA, 3, 1º F;MERIDA;06.800;SPAIN;38,9144376;-6,3451115
1631;MAURICIO TIRADO BEDOYA TECTHERAPY;;"[""Rehabilitation"",""Sport""]";CALLE 19A # 44-25, TORRE MEDICA SALUD Y SERVICIOS CONSULTORIO 1902;MEDELLÍN;50021;COLOMBIA;6,2228513;-75,5769408
1632;BALANZE FISIO;34650233302;"[""Rehabilitation"",""Uro & Pelvic Floor""]";AVENIDA DE LA PAZ, 2 BAJO;RIBARROJA DE TURIA;46190;SPAIN;39,5466189;-0,5750546
1633;CLINICA FISIOMARTINS;34635460889;"[""Rehabilitation"",""Sport""]";AVENIDA DE LA CONSTITUCIÓN ESPAÑOLA, 18;BURGOS;9007;SPAIN;42,3478689;-3,6743165
1634;FISANIT RONDA FISIOTERAPIA;34964446140;"[""Rehabilitation"",""Sport""]";CALLE JEREZ 13;RONDA (MÁLAGA);29400;SPAIN;36,745491;-5,1702181
1635;FISIOTERAPIA ESTHER GUERRERO;34951354980;"[""Rehabilitation"",""Sport""]";CALLE CUESTA DE ZAPATEROS 10 BAJO;ANTEQUERA (MÁLAGA);29200;SPAIN;37,015637;-4,5637412
1636;LANNIEL FREDERIC;33298560346;"[""Rehabilitation"",""Sport""]";30 RUE DE KERGOADIG;FOUESNANT;29170;FRANCE;47,8975724;-4,016
1637;STRIKE RECOVERY & PERFORMANCE;6 049 185 400;"[""Rehabilitation"",""Sport""]";6689 HASTINGS STREET;BURNABY;V5B1S1;CANADA;49,2805334;-122,9671133
1638;200-20395 LAUGHED HWY;16044654263;"[""Rehabilitation"",""Sport""]";MARPLE RIDGE;CANADA;V2X2P9;CANADA;49,2196775;-122,657919
1639;KELLY MCNABNEY PHYSIOTHERAPY CORP;16048399942;"[""Rehabilitation"",""Sport""]";UNIT 307-855 WEST 16TH STREET;VANCOUVER BC;V7P 1R2;CANADA;49,3230403;-123,0987991
1640;NATURHEILPRAXIS AM ROSENECK - DIRK SEIFFERT - HEILPRAKTIKER, MASSEUR, MED. BADEMEISTER;49308255109;"[""Rehabilitation"",""Sport""]";HUNDEKEHLESTRAßE 13;BERLIN;14199;GERMANY;52,4761632;13,2843614
1641;CORPORE PRAXIS.TRAINING.VITALITY - CARSTEN RAUCH;;"[""Rehabilitation"",""Sport""]";SIGMUNDSTR. 15 - 17;PENZBERG;82377;GERMANY;47,7527286;11,3740713
1642;MARINE AGENEAU;33658579706;"[""Rehabilitation"",""Uro & Pelvic Floor""]";25 RUE JULES FERRY;BLANQUEFORT;33290;FRANCE;44,9108198;-0,6424997
1643;DELPHINE CHOTIN;33664949976;"[""Rehabilitation"",""Uro & Pelvic Floor""]";25 RUE JULES FERRY;BLANQUEFORT;33290;FRANCE;44,9108198;-0,6424997
1644;SCHMIDT GEORGES;3225388095;"[""Rehabilitation"",""Sport""]";24 PLACE DU CHATELAIN;IXELLES;1050;BELGIUM;50,8245765;4,3576811
1645;PHYSIOTHERAPIE UND OSTEOPATHIE;;"[""Rehabilitation"",""Sport""]";BÄRBEL SIEBOLD TRUMPPSTR. 2;MÜNCHEN;80997;GERMANY;48,1752737;11,4754797
1646;HARRY VAN DE LAAR - FYSIOTHERAPIE VAN DE LAAR;;"[""Rehabilitation"",""Sport""]";HOMMERT 10A;NUTH;361 HN;NETHERLANDS;50,9328443;5,9109064
1647;HARM DE ROOS - SOMATIC;;"[""Rehabilitation"",""Sport""]";DORPSSTRAAT 23;DOORN;3941 JK;NETHERLANDS;52,0341518;5,3413701
1648;ZEGER VAN DER WILT - FYSIOTHERAPIE QUIRIJNSTOK;;"[""Rehabilitation"",""Sport""]";VERMEULENSTRAAT 46;TILBURG;5012 HB;NETHERLANDS;51,5821604;5,0975062
1649;MARTIJN LOONSTRA - FYSIO ALKMAAR WEST;;"[""Rehabilitation"",""Sport""]";VAN DE VELDELAAN 652;ALKMAAR, NOORD-HOLLAND;1816PS;NETHERLANDS;52,6321379;4,7173687
1650;ANNEMARIEKE SCHMIDT - STATERA FYSIOTHERAPIE -;;"[""Rehabilitation"",""Sport""]";MARKT 1;NOOTDORP;2631ED;NETHERLANDS;52,0453546;4,391075
1651;INSTITUT TYA BEAUTY - LEMAITRE AWA;33148579145;"[""Physio Aesthetic""]";189 RUE DE PARIS;LES LILAS;93260;FRANCE;48,8813264;2,418724
1652;RAQUIS VILANOVA FISIOTERAPIAY OSTEOPATIA;34678130559;"[""Rehabilitation"",""Sport"",""Uro & Pelvic Floor""]";RAMBLA DEL CASTELL, 86;VILANOVA I LA GELTRÚ, BARCELONA;8800;SPAIN;41,223158;1,7281313
1653;JACQUART AURELIE;33493453331;"[""Rehabilitation"",""Sport""]";81 BOULEVARD CARNOT;LE CANNET;6110;FRANCE;43,5715626;7,0145175
1654;FISIO-NATURA;34987644534;"[""Rehabilitation"",""Uro & Pelvic Floor""]";C/ REINO DE LEÓN 19 BAJO;LA BAÑEZA ( LEÓN);24750;SPAIN;42,3256516;-5,9252355
1655;PAIN SOLUTIONS;;"[""Rehabilitation"",""Sport""]";WA1 9SD;WARRINGTON;;UNITED KINGDOM;53,389727;-2,6018236
1656;A2Z ELITE HEALTH;;"[""Rehabilitation"",""Sport""]";21 BRYANSTON STREET, MARBLE ARCH;LONDON;W1h 7ab;UNITED KINGDOM;51,5140468;-0,1594452
1657;PHYSIOFIXX;;"[""Rehabilitation"",""Sport""]";STOWMARKET;STOWMARKET;Ip14 5gz;UNITED KINGDOM;52,183759;1,0186745
1658;WARWICKSHIRE COUNTY CRICKET;;"[""Rehabilitation"",""Sport""]";;BIRMINGHAM;B5 7qu;UNITED KINGDOM;52,4550411;-1,9045056
1659;NORTHAMPTONSHIRE COUNTY CRICKET;;"[""Rehabilitation"",""Sport""]";;NORTHAMPTON;Nn1 4pr;UNITED KINGDOM;52,249403;-0,8722507
1660;JO KINGSTON PHYSIOTHERAPY;;"[""Rehabilitation"",""Sport""]";;ORPINGTON;BR6 8NL;UNITED KINGDOM;51,3667058;0,0523236
1661;JO KINGSTON PHYSIOTHERAPY;;"[""Rehabilitation"",""Sport""]";;CHICHESTER;Po20 2hs;UNITED KINGDOM;50,8510268;-0,7206387
1662;JO KINGSTON PHYSIOTHERAPY;;"[""Rehabilitation"",""Sport""]";OASTFIELD HOUSE 7 PEMBROKE ROAD;SEVENOAKS, KENT;TN13 1XR;UNITED KINGDOM;51,2728269;0,1897779
1663;ROTHERHAM FOOTBALL CLUB;;"[""Rehabilitation"",""Sport""]";NEW YORK WAY;ROTHERHAM;;UNITED KINGDOM;53,4278268;-1,3652723
1664;NETALA SPA;;"[""Rehabilitation"",""Sport""]";W1F 8SH;LONDON;;UNITED KINGDOM;51,5154131;-0,1383475
1665;FISIOTERAPIA ESPECIALIZADA;;"[""Rehabilitation"",""Sport"",""Uro & Pelvic Floor""]";SUR 132#108-507;MEXICO DF;;MEXICO;19,4008212;-99,2056595
1666;TNF PERSONAL TRAINING;34922613194;"[""Rehabilitation"",""Sport""]";C/ SAN CASIANO 6, EL CARDONAL;SAN CRISTOBAL DE LA LAGUNA (SC DE TENERIFE);38108;SPAIN;28,4541077;-16,2990811
1667;MOZGÁSDOKTOR EGESZSEGKÖZPONT - MOLDVAY ILDIKÓ;36209194031;"[""Rehabilitation"",""Sport""]";1117 BUDAPEST MÓRICZ ZSIGMOND KÖRTER 14;BUDAPEST;1117;HUNGARY;47,476701;19,0454632
1668;CENTRE BENBE OSTEOPATIA I FISIOTERÀPIA;34690871612;"[""Rehabilitation"",""Sport""]";CARRER ANTONI BERGÓS I MASSÓ 2 BAIXOS;LLEIDA;25006;SPAIN;41,5839468;0,5221952
1669;LUC FASQUEL;33321956323;"[""Rehabilitation"",""Sport""]";25 RUE DE SAINT OMER;FAUQUEMBERGUES;62560;FRANCE;50,6027366;2,0962679
